"G_ID","group","clusters","x","y","link","geometry"
"G6_62",6,5,90.4224197741912,23.8084396293588,"https://www.google.com/maps/search/?api=1&query=23.80843962,90.42241977",c(90.4224197741912, 23.8084396293588)
"G7_01",7,1,90.3669886431321,23.8930458706028,"https://www.google.com/maps/search/?api=1&query=23.89304587,90.36698864",c(90.3669886431321, 23.8930458706028)
"G7_02",7,1,90.3873729444474,23.8924201928844,"https://www.google.com/maps/search/?api=1&query=23.89242019,90.38737294",c(90.3873729444474, 23.8924201928844)
"G7_03",7,1,90.3709127764509,23.8922184259249,"https://www.google.com/maps/search/?api=1&query=23.89221842,90.37091277",c(90.3709127764509, 23.8922184259249)
"G7_04",7,1,90.3854576493426,23.8931439609475,"https://www.google.com/maps/search/?api=1&query=23.89314396,90.38545764",c(90.3854576493426, 23.8931439609475)
"G7_05",7,1,90.3785010813524,23.8954731753505,"https://www.google.com/maps/search/?api=1&query=23.89547317,90.37850108",c(90.3785010813524, 23.8954731753505)
"G7_06",7,1,90.3803673512029,23.8950610635351,"https://www.google.com/maps/search/?api=1&query=23.89506106,90.38036735",c(90.3803673512029, 23.8950610635351)
"G7_07",7,1,90.374063021367,23.8863302754881,"https://www.google.com/maps/search/?api=1&query=23.88633027,90.37406302",c(90.374063021367, 23.8863302754881)
"G7_08",7,1,90.3745851183853,23.8916023218225,"https://www.google.com/maps/search/?api=1&query=23.89160232,90.37458511",c(90.3745851183853, 23.8916023218225)
"G7_09",7,1,90.3841320901248,23.8965778294647,"https://www.google.com/maps/search/?api=1&query=23.89657782,90.38413209",c(90.3841320901248, 23.8965778294647)
"G7_10",7,1,90.3703376584547,23.8949536699087,"https://www.google.com/maps/search/?api=1&query=23.89495366,90.37033765",c(90.3703376584547, 23.8949536699087)
"G7_11",7,1,90.3780582073698,23.8871427006344,"https://www.google.com/maps/search/?api=1&query=23.88714270,90.37805820",c(90.3780582073698, 23.8871427006344)
"G7_12",7,1,90.381333017418,23.8932788321768,"https://www.google.com/maps/search/?api=1&query=23.89327883,90.38133301",c(90.381333017418, 23.8932788321768)
"G7_13",7,1,90.3683538214692,23.8916559528002,"https://www.google.com/maps/search/?api=1&query=23.89165595,90.36835382",c(90.3683538214692, 23.8916559528002)
"G7_14",7,2,90.351477193748,23.872157222003,"https://www.google.com/maps/search/?api=1&query=23.87215722,90.35147719",c(90.351477193748, 23.872157222003)
"G7_15",7,2,90.3696603164263,23.8827447560722,"https://www.google.com/maps/search/?api=1&query=23.88274475,90.36966031",c(90.3696603164263, 23.8827447560722)
"G7_16",7,2,90.3754788897013,23.8822675071874,"https://www.google.com/maps/search/?api=1&query=23.88226750,90.37547888",c(90.3754788897013, 23.8822675071874)
"G7_17",7,2,90.3747366287871,23.8770872682588,"https://www.google.com/maps/search/?api=1&query=23.87708726,90.37473662",c(90.3747366287871, 23.8770872682588)
"G7_18",7,2,90.3656833181729,23.8789188283626,"https://www.google.com/maps/search/?api=1&query=23.87891882,90.36568331",c(90.3656833181729, 23.8789188283626)
"G7_19",7,2,90.3716485606573,23.8831550811483,"https://www.google.com/maps/search/?api=1&query=23.88315508,90.37164856",c(90.3716485606573, 23.8831550811483)
"G7_20",7,2,90.3622961985561,23.8896898118339,"https://www.google.com/maps/search/?api=1&query=23.88968981,90.36229619",c(90.3622961985561, 23.8896898118339)
"G7_21",7,2,90.3724974306035,23.8823156203669,"https://www.google.com/maps/search/?api=1&query=23.88231562,90.37249743",c(90.3724974306035, 23.8823156203669)
"G7_22",7,2,90.3608847621666,23.8779650998215,"https://www.google.com/maps/search/?api=1&query=23.87796509,90.36088476",c(90.3608847621666, 23.8779650998215)
"G7_23",7,2,90.3787756057453,23.8806996517201,"https://www.google.com/maps/search/?api=1&query=23.88069965,90.37877560",c(90.3787756057453, 23.8806996517201)
"G7_24",7,2,90.3656317851465,23.8803702334624,"https://www.google.com/maps/search/?api=1&query=23.88037023,90.36563178",c(90.3656317851465, 23.8803702334624)
"G7_25",7,3,90.3794046064451,23.873655320131,"https://www.google.com/maps/search/?api=1&query=23.87365532,90.37940460",c(90.3794046064451, 23.873655320131)
"G7_26",7,3,90.379430070216,23.8743023429133,"https://www.google.com/maps/search/?api=1&query=23.87430234,90.37943007",c(90.379430070216, 23.8743023429133)
"G7_27",7,3,90.3766490074402,23.8516579650725,"https://www.google.com/maps/search/?api=1&query=23.85165796,90.37664900",c(90.3766490074402, 23.8516579650725)
"G7_28",7,3,90.3716354439215,23.8730341696535,"https://www.google.com/maps/search/?api=1&query=23.87303416,90.37163544",c(90.3716354439215, 23.8730341696535)
"G7_29",7,3,90.3709764694104,23.8669075251065,"https://www.google.com/maps/search/?api=1&query=23.86690752,90.37097646",c(90.3709764694104, 23.8669075251065)
"G7_30",7,3,90.363638725301,23.8708122873612,"https://www.google.com/maps/search/?api=1&query=23.87081228,90.36363872",c(90.363638725301, 23.8708122873612)
"G7_31",7,3,90.3559528280511,23.8526401124996,"https://www.google.com/maps/search/?api=1&query=23.85264011,90.35595282",c(90.3559528280511, 23.8526401124996)
"G7_32",7,3,90.3672668607341,23.8692877190015,"https://www.google.com/maps/search/?api=1&query=23.86928771,90.36726686",c(90.3672668607341, 23.8692877190015)
"G7_33",7,3,90.3778244763417,23.8530897563883,"https://www.google.com/maps/search/?api=1&query=23.85308975,90.37782447",c(90.3778244763417, 23.8530897563883)
"G7_34",7,3,90.3748360273683,23.8720614409401,"https://www.google.com/maps/search/?api=1&query=23.87206144,90.37483602",c(90.3748360273683, 23.8720614409401)
"G7_35",7,4,90.3861137456561,23.8537189783795,"https://www.google.com/maps/search/?api=1&query=23.85371897,90.38611374",c(90.3861137456561, 23.8537189783795)
"G7_36",7,4,90.3834836580059,23.8675398277587,"https://www.google.com/maps/search/?api=1&query=23.86753982,90.38348365",c(90.3834836580059, 23.8675398277587)
"G7_37",7,4,90.3885343616611,23.8614919763381,"https://www.google.com/maps/search/?api=1&query=23.86149197,90.38853436",c(90.3885343616611, 23.8614919763381)
"G7_38",7,4,90.3982696390531,23.8678844480913,"https://www.google.com/maps/search/?api=1&query=23.86788444,90.39826963",c(90.3982696390531, 23.8678844480913)
"G7_39",7,4,90.390652223849,23.8693812471251,"https://www.google.com/maps/search/?api=1&query=23.86938124,90.39065222",c(90.390652223849, 23.8693812471251)
"G7_40",7,4,90.3852375758711,23.8690581167411,"https://www.google.com/maps/search/?api=1&query=23.86905811,90.38523757",c(90.3852375758711, 23.8690581167411)
"G7_41",7,4,90.3871602222403,23.858449327473,"https://www.google.com/maps/search/?api=1&query=23.85844932,90.38716022",c(90.3871602222403, 23.858449327473)
"G7_42",7,4,90.3886728515277,23.8626602670376,"https://www.google.com/maps/search/?api=1&query=23.86266026,90.38867285",c(90.3886728515277, 23.8626602670376)
"G7_43",7,4,90.3998938197139,23.8697875332868,"https://www.google.com/maps/search/?api=1&query=23.86978753,90.39989381",c(90.3998938197139, 23.8697875332868)
"G7_44",7,4,90.3849342231497,23.8714633534026,"https://www.google.com/maps/search/?api=1&query=23.87146335,90.38493422",c(90.3849342231497, 23.8714633534026)
"G7_45",7,4,90.3922028551669,23.863363705546,"https://www.google.com/maps/search/?api=1&query=23.86336370,90.39220285",c(90.3922028551669, 23.863363705546)
"G7_46",7,4,90.3994659821783,23.865779318855,"https://www.google.com/maps/search/?api=1&query=23.86577931,90.39946598",c(90.3994659821783, 23.865779318855)
"G7_47",7,4,90.3912685015466,23.8667005414951,"https://www.google.com/maps/search/?api=1&query=23.86670054,90.39126850",c(90.3912685015466, 23.8667005414951)
"G7_48",7,4,90.3990470404524,23.8672411293197,"https://www.google.com/maps/search/?api=1&query=23.86724112,90.39904704",c(90.3990470404524, 23.8672411293197)
"G7_49",7,5,90.3863978350306,23.8816974314971,"https://www.google.com/maps/search/?api=1&query=23.88169743,90.38639783",c(90.3863978350306, 23.8816974314971)
"G7_50",7,5,90.3892232374768,23.8765127667915,"https://www.google.com/maps/search/?api=1&query=23.87651276,90.38922323",c(90.3892232374768, 23.8765127667915)
"G7_51",7,5,90.3891320961403,23.8862720162723,"https://www.google.com/maps/search/?api=1&query=23.88627201,90.38913209",c(90.3891320961403, 23.8862720162723)
"G7_52",7,5,90.3956959076743,23.872954117708,"https://www.google.com/maps/search/?api=1&query=23.87295411,90.39569590",c(90.3956959076743, 23.872954117708)
"G7_53",7,5,90.3989627267318,23.8773630478938,"https://www.google.com/maps/search/?api=1&query=23.87736304,90.39896272",c(90.3989627267318, 23.8773630478938)
"G7_54",7,5,90.3999782976199,23.8811162250929,"https://www.google.com/maps/search/?api=1&query=23.88111622,90.39997829",c(90.3999782976199, 23.8811162250929)
"G7_55",7,5,90.388590730502,23.8876360792715,"https://www.google.com/maps/search/?api=1&query=23.88763607,90.38859073",c(90.388590730502, 23.8876360792715)
"G7_56",7,5,90.3970567922584,23.8806878714058,"https://www.google.com/maps/search/?api=1&query=23.88068787,90.39705679",c(90.3970567922584, 23.8806878714058)
"G7_57",7,5,90.401089726624,23.8792699767165,"https://www.google.com/maps/search/?api=1&query=23.87926997,90.40108972",c(90.401089726624, 23.8792699767165)
"G7_58",7,5,90.3944452318207,23.8756281488807,"https://www.google.com/maps/search/?api=1&query=23.87562814,90.39444523",c(90.3944452318207, 23.8756281488807)
"G8_01",8,1,90.4082694492887,23.8008921264176,"https://www.google.com/maps/search/?api=1&query=23.80089212,90.40826944",c(90.4082694492887, 23.8008921264176)
"G8_02",8,1,90.4127188531711,23.7972502038197,"https://www.google.com/maps/search/?api=1&query=23.79725020,90.41271885",c(90.4127188531711, 23.7972502038197)
"G8_03",8,1,90.4151130046626,23.8025181592451,"https://www.google.com/maps/search/?api=1&query=23.80251815,90.41511300",c(90.4151130046626, 23.8025181592451)
"G8_04",8,1,90.405361792719,23.7968401438765,"https://www.google.com/maps/search/?api=1&query=23.79684014,90.40536179",c(90.405361792719, 23.7968401438765)
"G8_05",8,1,90.4058827641802,23.7902773463737,"https://www.google.com/maps/search/?api=1&query=23.79027734,90.40588276",c(90.4058827641802, 23.7902773463737)
"G8_06",8,1,90.4165826549097,23.7981640043133,"https://www.google.com/maps/search/?api=1&query=23.79816400,90.41658265",c(90.4165826549097, 23.7981640043133)
"G8_07",8,1,90.4024883907593,23.7914127140596,"https://www.google.com/maps/search/?api=1&query=23.79141271,90.40248839",c(90.4024883907593, 23.7914127140596)
"G8_08",8,1,90.4057516868739,23.7972534404934,"https://www.google.com/maps/search/?api=1&query=23.79725344,90.40575168",c(90.4057516868739, 23.7972534404934)
"G8_09",8,1,90.4083770814373,23.8038938121318,"https://www.google.com/maps/search/?api=1&query=23.80389381,90.40837708",c(90.4083770814373, 23.8038938121318)
"G8_10",8,1,90.4103546313283,23.8031027331447,"https://www.google.com/maps/search/?api=1&query=23.80310273,90.41035463",c(90.4103546313283, 23.8031027331447)
"G8_11",8,1,90.4063868232475,23.8043122213524,"https://www.google.com/maps/search/?api=1&query=23.80431222,90.40638682",c(90.4063868232475, 23.8043122213524)
"G8_12",8,2,90.3765774294823,23.7830427683602,"https://www.google.com/maps/search/?api=1&query=23.78304276,90.37657742",c(90.3765774294823, 23.7830427683602)
"G8_13",8,2,90.3763563500832,23.7910921896659,"https://www.google.com/maps/search/?api=1&query=23.79109218,90.37635635",c(90.3763563500832, 23.7910921896659)
"G8_14",8,2,90.3737924549881,23.7897760730374,"https://www.google.com/maps/search/?api=1&query=23.78977607,90.37379245",c(90.3737924549881, 23.7897760730374)
"G8_15",8,2,90.3749116007741,23.7842229585991,"https://www.google.com/maps/search/?api=1&query=23.78422295,90.37491160",c(90.3749116007741, 23.7842229585991)
"G8_16",8,2,90.3746097901982,23.7882713793538,"https://www.google.com/maps/search/?api=1&query=23.78827137,90.37460979",c(90.3746097901982, 23.7882713793538)
"G8_17",8,2,90.3752584426614,23.7907891387043,"https://www.google.com/maps/search/?api=1&query=23.79078913,90.37525844",c(90.3752584426614, 23.7907891387043)
"G8_18",8,2,90.3727520486466,23.7848439450054,"https://www.google.com/maps/search/?api=1&query=23.78484394,90.37275204",c(90.3727520486466, 23.7848439450054)
"G8_19",8,2,90.3754844756021,23.7833667196585,"https://www.google.com/maps/search/?api=1&query=23.78336671,90.37548447",c(90.3754844756021, 23.7833667196585)
"G8_20",8,2,90.3724241836025,23.7922271339859,"https://www.google.com/maps/search/?api=1&query=23.79222713,90.37242418",c(90.3724241836025, 23.7922271339859)
"G8_21",8,2,90.3731260122499,23.7859239159591,"https://www.google.com/maps/search/?api=1&query=23.78592391,90.37312601",c(90.3731260122499, 23.7859239159591)
"G8_22",8,3,90.3964995437562,23.8168320475462,"https://www.google.com/maps/search/?api=1&query=23.81683204,90.39649954",c(90.3964995437562, 23.8168320475462)
"G8_23",8,3,90.3966809724777,23.81702916381,"https://www.google.com/maps/search/?api=1&query=23.81702916,90.39668097",c(90.3966809724777, 23.81702916381)
"G8_24",8,3,90.3881501194315,23.8072073671638,"https://www.google.com/maps/search/?api=1&query=23.80720736,90.38815011",c(90.3881501194315, 23.8072073671638)
"G8_25",8,3,90.3917932207538,23.80969757417,"https://www.google.com/maps/search/?api=1&query=23.80969757,90.39179322",c(90.3917932207538, 23.80969757417)
"G8_26",8,3,90.3935352373974,23.8083093152975,"https://www.google.com/maps/search/?api=1&query=23.80830931,90.39353523",c(90.3935352373974, 23.8083093152975)
"G8_27",8,3,90.3951910794257,23.8117316397234,"https://www.google.com/maps/search/?api=1&query=23.81173163,90.39519107",c(90.3951910794257, 23.8117316397234)
"G8_28",8,3,90.387474050893,23.8090233992769,"https://www.google.com/maps/search/?api=1&query=23.80902339,90.38747405",c(90.387474050893, 23.8090233992769)
"G8_29",8,3,90.3929051208519,23.8127358208429,"https://www.google.com/maps/search/?api=1&query=23.81273582,90.39290512",c(90.3929051208519, 23.8127358208429)
"G8_30",8,4,90.3869433991015,23.7972938197241,"https://www.google.com/maps/search/?api=1&query=23.79729381,90.38694339",c(90.3869433991015, 23.7972938197241)
"G8_31",8,4,90.3834809260755,23.7925250050632,"https://www.google.com/maps/search/?api=1&query=23.79252500,90.38348092",c(90.3834809260755, 23.7925250050632)
"G8_32",8,4,90.3857468247674,23.7975054182517,"https://www.google.com/maps/search/?api=1&query=23.79750541,90.38574682",c(90.3857468247674, 23.7975054182517)
"G8_33",8,4,90.3795741141614,23.7937648827856,"https://www.google.com/maps/search/?api=1&query=23.79376488,90.37957411",c(90.3795741141614, 23.7937648827856)
"G8_34",8,4,90.3828971499853,23.7967344774814,"https://www.google.com/maps/search/?api=1&query=23.79673447,90.38289714",c(90.3828971499853, 23.7967344774814)
"G8_35",8,4,90.385256392553,23.7869406167263,"https://www.google.com/maps/search/?api=1&query=23.78694061,90.38525639",c(90.385256392553, 23.7869406167263)
"G8_36",8,4,90.3828934084059,23.7891265105074,"https://www.google.com/maps/search/?api=1&query=23.78912651,90.38289340",c(90.3828934084059, 23.7891265105074)
"G8_37",8,4,90.3863809827797,23.8010295518948,"https://www.google.com/maps/search/?api=1&query=23.80102955,90.38638098",c(90.3863809827797, 23.8010295518948)
"G8_38",8,4,90.3862720164016,23.7950314047606,"https://www.google.com/maps/search/?api=1&query=23.79503140,90.38627201",c(90.3862720164016, 23.7950314047606)
"G8_39",8,4,90.3837532193527,23.799075455416,"https://www.google.com/maps/search/?api=1&query=23.79907545,90.38375321",c(90.3837532193527, 23.799075455416)
"G8_40",8,5,90.3740845083781,23.8015537374322,"https://www.google.com/maps/search/?api=1&query=23.80155373,90.37408450",c(90.3740845083781, 23.8015537374322)
"G8_41",8,5,90.3720826326761,23.7952083776447,"https://www.google.com/maps/search/?api=1&query=23.79520837,90.37208263",c(90.3720826326761, 23.7952083776447)
"G8_42",8,5,90.3777796662896,23.8015437615465,"https://www.google.com/maps/search/?api=1&query=23.80154376,90.37777966",c(90.3777796662896, 23.8015437615465)
"G8_43",8,5,90.3713163143167,23.7984631690903,"https://www.google.com/maps/search/?api=1&query=23.79846316,90.37131631",c(90.3713163143167, 23.7984631690903)
"G8_44",8,5,90.3725176616782,23.7989422248548,"https://www.google.com/maps/search/?api=1&query=23.79894222,90.37251766",c(90.3725176616782, 23.7989422248548)
"G8_45",8,5,90.3735331034978,23.7961844644294,"https://www.google.com/maps/search/?api=1&query=23.79618446,90.37353310",c(90.3735331034978, 23.7961844644294)
"G8_46",8,5,90.3712837812154,23.7951418533442,"https://www.google.com/maps/search/?api=1&query=23.79514185,90.37128378",c(90.3712837812154, 23.7951418533442)
"G8_47",8,5,90.3777949427774,23.7996426134353,"https://www.google.com/maps/search/?api=1&query=23.79964261,90.37779494",c(90.3777949427774, 23.7996426134353)
"G8_48",8,5,90.3733404691915,23.7985685532433,"https://www.google.com/maps/search/?api=1&query=23.79856855,90.37334046",c(90.3733404691915, 23.7985685532433)
"G8_49",8,5,90.3782200765742,23.8075380265063,"https://www.google.com/maps/search/?api=1&query=23.80753802,90.37822007",c(90.3782200765742, 23.8075380265063)
"G8_50",8,5,90.3769661601131,23.8037448945752,"https://www.google.com/maps/search/?api=1&query=23.80374489,90.37696616",c(90.3769661601131, 23.8037448945752)
"G8_51",8,5,90.3763123640859,23.7970023789261,"https://www.google.com/maps/search/?api=1&query=23.79700237,90.37631236",c(90.3763123640859, 23.7970023789261)
"G9_01",9,1,90.3563139472848,23.7860119509255,"https://www.google.com/maps/search/?api=1&query=23.78601195,90.35631394",c(90.3563139472848, 23.7860119509255)
"G9_02",9,1,90.3611404617266,23.7894230713588,"https://www.google.com/maps/search/?api=1&query=23.78942307,90.36114046",c(90.3611404617266, 23.7894230713588)
"G9_03",9,1,90.3545094652366,23.7835336395225,"https://www.google.com/maps/search/?api=1&query=23.78353363,90.35450946",c(90.3545094652366, 23.7835336395225)
"G9_04",9,1,90.3503232364797,23.7838958844693,"https://www.google.com/maps/search/?api=1&query=23.78389588,90.35032323",c(90.3503232364797, 23.7838958844693)
"G9_05",9,1,90.360366393202,23.7861603556608,"https://www.google.com/maps/search/?api=1&query=23.78616035,90.36036639",c(90.360366393202, 23.7861603556608)
"G9_06",9,1,90.3590295686178,23.7918543731936,"https://www.google.com/maps/search/?api=1&query=23.79185437,90.35902956",c(90.3590295686178, 23.7918543731936)
"G9_07",9,1,90.3569735859566,23.7851364597495,"https://www.google.com/maps/search/?api=1&query=23.78513645,90.35697358",c(90.3569735859566, 23.7851364597495)
"G9_08",9,1,90.356743184639,23.7820084634174,"https://www.google.com/maps/search/?api=1&query=23.78200846,90.35674318",c(90.356743184639, 23.7820084634174)
"G9_09",9,2,90.3629838406902,23.807788123635,"https://www.google.com/maps/search/?api=1&query=23.80778812,90.36298384",c(90.3629838406902, 23.807788123635)
"G9_10",9,2,90.3554568406354,23.8028063290443,"https://www.google.com/maps/search/?api=1&query=23.80280632,90.35545684",c(90.3554568406354, 23.8028063290443)
"G9_11",9,2,90.3569586914757,23.7968944427854,"https://www.google.com/maps/search/?api=1&query=23.79689444,90.35695869",c(90.3569586914757, 23.7968944427854)
"G9_12",9,2,90.3521373999831,23.8055602071977,"https://www.google.com/maps/search/?api=1&query=23.80556020,90.35213739",c(90.3521373999831, 23.8055602071977)
"G9_13",9,2,90.3669510779575,23.7991833311948,"https://www.google.com/maps/search/?api=1&query=23.79918333,90.36695107",c(90.3669510779575, 23.7991833311948)
"G9_14",9,2,90.3576659011645,23.8058552455641,"https://www.google.com/maps/search/?api=1&query=23.80585524,90.35766590",c(90.3576659011645, 23.8058552455641)
"G9_15",9,2,90.3579015847509,23.7998700467069,"https://www.google.com/maps/search/?api=1&query=23.79987004,90.35790158",c(90.3579015847509, 23.7998700467069)
"G9_16",9,2,90.3528616836428,23.7992097171328,"https://www.google.com/maps/search/?api=1&query=23.79920971,90.35286168",c(90.3528616836428, 23.7992097171328)
"G9_17",9,2,90.3651142640068,23.7999667938041,"https://www.google.com/maps/search/?api=1&query=23.79996679,90.36511426",c(90.3651142640068, 23.7999667938041)
"G9_18",9,2,90.3626246107038,23.8016287539787,"https://www.google.com/maps/search/?api=1&query=23.80162875,90.36262461",c(90.3626246107038, 23.8016287539787)
"G9_19",9,2,90.3622640229727,23.7991528887249,"https://www.google.com/maps/search/?api=1&query=23.79915288,90.36226402",c(90.3622640229727, 23.7991528887249)
"G9_20",9,2,90.3556037067117,23.8064069580497,"https://www.google.com/maps/search/?api=1&query=23.80640695,90.35560370",c(90.3556037067117, 23.8064069580497)
"G9_21",9,3,90.3463682618913,23.8105487791296,"https://www.google.com/maps/search/?api=1&query=23.81054877,90.34636826",c(90.3463682618913, 23.8105487791296)
"G9_22",9,3,90.3468577583397,23.80931627833,"https://www.google.com/maps/search/?api=1&query=23.80931627,90.34685775",c(90.3468577583397, 23.80931627833)
"G9_23",9,3,90.3426846472088,23.80688402946,"https://www.google.com/maps/search/?api=1&query=23.80688402,90.34268464",c(90.3426846472088, 23.80688402946)
"G9_24",9,3,90.3416000238084,23.8132144588328,"https://www.google.com/maps/search/?api=1&query=23.81321445,90.34160002",c(90.3416000238084, 23.8132144588328)
"G9_25",9,3,90.3452855259159,23.8242949545242,"https://www.google.com/maps/search/?api=1&query=23.82429495,90.34528552",c(90.3452855259159, 23.8242949545242)
"G9_26",9,3,90.3453163541995,23.8025045704606,"https://www.google.com/maps/search/?api=1&query=23.80250457,90.34531635",c(90.3453163541995, 23.8025045704606)
"G9_27",9,3,90.3500138084773,23.8041116385718,"https://www.google.com/maps/search/?api=1&query=23.80411163,90.35001380",c(90.3500138084773, 23.8041116385718)
"G9_28",9,3,90.3399971534473,23.8198932698495,"https://www.google.com/maps/search/?api=1&query=23.81989326,90.33999715",c(90.3399971534473, 23.8198932698495)
"G9_29",9,3,90.3485631370849,23.8109653664687,"https://www.google.com/maps/search/?api=1&query=23.81096536,90.34856313",c(90.3485631370849, 23.8109653664687)
"G9_30",9,3,90.3529686364287,23.8125267204184,"https://www.google.com/maps/search/?api=1&query=23.81252672,90.35296863",c(90.3529686364287, 23.8125267204184)
"G9_31",9,3,90.3472135700081,23.8060566224632,"https://www.google.com/maps/search/?api=1&query=23.80605662,90.34721357",c(90.3472135700081, 23.8060566224632)
"G9_32",9,3,90.3510998968371,23.8098816538842,"https://www.google.com/maps/search/?api=1&query=23.80988165,90.35109989",c(90.3510998968371, 23.8098816538842)
"G9_33",9,3,90.342447136884,23.8222041695313,"https://www.google.com/maps/search/?api=1&query=23.82220416,90.34244713",c(90.342447136884, 23.8222041695313)
"G9_34",9,4,90.343774859366,23.7828274104829,"https://www.google.com/maps/search/?api=1&query=23.78282741,90.34377485",c(90.343774859366, 23.7828274104829)
"G9_35",9,4,90.3484141067898,23.7892201850362,"https://www.google.com/maps/search/?api=1&query=23.78922018,90.34841410",c(90.3484141067898, 23.7892201850362)
"G9_36",9,4,90.343138766062,23.7978003383744,"https://www.google.com/maps/search/?api=1&query=23.79780033,90.34313876",c(90.343138766062, 23.7978003383744)
"G9_37",9,4,90.3487320604177,23.7855274777702,"https://www.google.com/maps/search/?api=1&query=23.78552747,90.34873206",c(90.3487320604177, 23.7855274777702)
"G9_38",9,4,90.3478183080434,23.7884283013819,"https://www.google.com/maps/search/?api=1&query=23.78842830,90.34781830",c(90.3478183080434, 23.7884283013819)
"G9_39",9,4,90.3425016540909,23.7971798457131,"https://www.google.com/maps/search/?api=1&query=23.79717984,90.34250165",c(90.3425016540909, 23.7971798457131)
"G9_40",9,4,90.3403490509551,23.7973680700254,"https://www.google.com/maps/search/?api=1&query=23.79736807,90.34034905",c(90.3403490509551, 23.7973680700254)
"G9_41",9,4,90.3449166078846,23.7985314136005,"https://www.google.com/maps/search/?api=1&query=23.79853141,90.34491660",c(90.3449166078846, 23.7985314136005)
"G9_42",9,4,90.3492940151282,23.792863377085,"https://www.google.com/maps/search/?api=1&query=23.79286337,90.34929401",c(90.3492940151282, 23.792863377085)
"G9_43",9,4,90.3423726041193,23.7827061981369,"https://www.google.com/maps/search/?api=1&query=23.78270619,90.34237260",c(90.3423726041193, 23.7827061981369)
"G9_44",9,4,90.3417049949161,23.7907753992019,"https://www.google.com/maps/search/?api=1&query=23.79077539,90.34170499",c(90.3417049949161, 23.7907753992019)
"G9_45",9,5,90.3693751486028,23.7902772437488,"https://www.google.com/maps/search/?api=1&query=23.79027724,90.36937514",c(90.3693751486028, 23.7902772437488)
"G9_46",9,5,90.3649707853577,23.7812532139638,"https://www.google.com/maps/search/?api=1&query=23.78125321,90.36497078",c(90.3649707853577, 23.7812532139638)
"G9_47",9,5,90.3663182503694,23.7955449030854,"https://www.google.com/maps/search/?api=1&query=23.79554490,90.36631825",c(90.3663182503694, 23.7955449030854)
"G9_48",9,5,90.3659573086977,23.7840865844276,"https://www.google.com/maps/search/?api=1&query=23.78408658,90.36595730",c(90.3659573086977, 23.7840865844276)
"G9_49",9,5,90.3632948790734,23.7916621380337,"https://www.google.com/maps/search/?api=1&query=23.79166213,90.36329487",c(90.3632948790734, 23.7916621380337)
"G9_50",9,5,90.3716812749961,23.7829446425921,"https://www.google.com/maps/search/?api=1&query=23.78294464,90.37168127",c(90.3716812749961, 23.7829446425921)
"G9_51",9,5,90.3683401334945,23.7829542634678,"https://www.google.com/maps/search/?api=1&query=23.78295426,90.36834013",c(90.3683401334945, 23.7829542634678)
"G9_52",9,5,90.3673126892407,23.7888664728912,"https://www.google.com/maps/search/?api=1&query=23.78886647,90.36731268",c(90.3673126892407, 23.7888664728912)
"G10_01",10,1,90.4631215756299,23.6902157883367,"https://www.google.com/maps/search/?api=1&query=23.69021578,90.46312157",c(90.4631215756299, 23.6902157883367)
"G10_02",10,1,90.4438681800414,23.6771127758211,"https://www.google.com/maps/search/?api=1&query=23.67711277,90.44386818",c(90.4438681800414, 23.6771127758211)
"G10_03",10,1,90.4591705084595,23.68420146117,"https://www.google.com/maps/search/?api=1&query=23.68420146,90.45917050",c(90.4591705084595, 23.68420146117)
"G10_04",10,1,90.4686204088592,23.6877626564944,"https://www.google.com/maps/search/?api=1&query=23.68776265,90.46862040",c(90.4686204088592, 23.6877626564944)
"G10_05",10,1,90.4440780391903,23.6772000392766,"https://www.google.com/maps/search/?api=1&query=23.67720003,90.44407803",c(90.4440780391903, 23.6772000392766)
"G10_06",10,1,90.4486804246568,23.6776548783659,"https://www.google.com/maps/search/?api=1&query=23.67765487,90.44868042",c(90.4486804246568, 23.6776548783659)
"G10_07",10,1,90.4703427902238,23.6857482388033,"https://www.google.com/maps/search/?api=1&query=23.68574823,90.47034279",c(90.4703427902238, 23.6857482388033)
"G10_08",10,1,90.4478156441058,23.6718458380529,"https://www.google.com/maps/search/?api=1&query=23.67184583,90.44781564",c(90.4478156441058, 23.6718458380529)
"G10_09",10,1,90.469781125041,23.6887689311955,"https://www.google.com/maps/search/?api=1&query=23.68876893,90.46978112",c(90.469781125041, 23.6887689311955)
"G10_10",10,1,90.4499278641898,23.6812778010129,"https://www.google.com/maps/search/?api=1&query=23.68127780,90.44992786",c(90.4499278641898, 23.6812778010129)
"G10_11",10,1,90.4490222711626,23.6736047982321,"https://www.google.com/maps/search/?api=1&query=23.67360479,90.44902227",c(90.4490222711626, 23.6736047982321)
"G10_12",10,1,90.467386803639,23.6838249532911,"https://www.google.com/maps/search/?api=1&query=23.68382495,90.46738680",c(90.467386803639, 23.6838249532911)
"G10_13",10,1,90.4582092000847,23.6889795586424,"https://www.google.com/maps/search/?api=1&query=23.68897955,90.45820920",c(90.4582092000847, 23.6889795586424)
"G10_14",10,2,90.4444688385084,23.7194750913863,"https://www.google.com/maps/search/?api=1&query=23.71947509,90.44446883",c(90.4444688385084, 23.7194750913863)
"G10_15",10,2,90.4395510057879,23.71245846275,"https://www.google.com/maps/search/?api=1&query=23.71245846,90.43955100",c(90.4395510057879, 23.71245846275)
